US,Spanish,31,176.8
CA,Spanish,26,37.224
CH,Spanish,56,20.016
US,Spanish,34,899.136
NO,Spanish,29,71.76
IT,Spanish,20,51.84
IT,Spanish,54,626.352
CH,Spanish,40,19.9
IT,Spanish,40,14.28
IT,Spanish,21,0
JP,Spanish,32,0
GB,Spanish,47,46.26
PE,Spanish,41,2.946
CA,Spanish,33,16.056
GB,Spanish,67,21.744
SE,Spanish,37,218.75
CA,Spanish,38,2.6
IT,Spanish,28,66.284
IT,Spanish,38,35.168
IT,Spanish,56,444.768
CN,Spanish,25,83.92
IT,Spanish,66,131.98
US,Spanish,37,15.92
IN,Spanish,19,52.29
IT,Spanish,53,91.99
IT,Spanish,69,20.8
US,Spanish,69,23.68
CA,Spanish,31,452.45
SE,Spanish,39,62.982
RU,Spanish,53,1188
IN,Spanish,26,89.584
CA,Spanish,63,93.06
NO,Spanish,34,0
ZA,Spanish,25,5.584
NO,Spanish,20,22.704
IT,Spanish,18,19.776
SE,Spanish,53,72.704
US,Spanish,46,479.988
PE,Spanish,34,27.168
KR,Spanish,61,2.2
KR,Spanish,38,622.45
CH,Spanish,67,21.98
CH,Spanish,33,161.568
JP,Spanish,63,389.696
AT,Spanish,21,18.648
RU,Spanish,41,233.86
JP,Spanish,48,620.6145
CH,Spanish,27,5.328
CA,Spanish,22,258.072
AU,Spanish,54,617.976
IN,Spanish,51,10.56
IN,Spanish,29,25.92
IT,Spanish,44,419.68
CA,Spanish,20,11.688
US,Spanish,59,31.984
US,Spanish,23,177.225
AU,Spanish,25,4.044
US,Spanish,63,0
DE,Spanish,21,2001.86
CN,Spanish,56,166.72
IN,Spanish,39,47.88
US,Spanish,50,1503.25
GB,Spanish,54,25.92
RU,Spanish,27,321.568
IT,Spanish,56,7.61
CH,Spanish,--,0
PR,Spanish,62,80.58
JP,Spanish,42,0
US,Spanish,68,12.132
CN,Spanish,27,82.368
IT,Spanish,39,53.92
CA,Spanish,44,647.904
IT,English,52,20.37
CA,English,19,221.55
NO,English,68,17.52
US,Italian,22,0
IN,persian,61,0
IT,English,23,2519.958
RU,English,34,328.224
GB,persian,33,79.9
JP,English,60,14.016
CA,English,24,7.56
ZA,persian,53,37.208
IN,persian,22,57.576
US,persian,50,725.84
RU,English,49,209.93
KR,persian,31,5.28
IT,persian,29,10.92
CH,English,52,8.82
AR,English,67,5.98
IT,English,50,11.648
GB,English,58,18.176
CH,English,50,0
AU,English,68,24.84
RU,persian,59,2.08
US,persian,66,1114.4
DE,German,69,1038.84
US,Russian,27,141.76
FI,German,52,239.8
IT,English,27,31.104
JP,English,43,254.058
US,English,36,194.528
US,English,19,961.48
CN,English,21,19.096
PE,English,20,18.496
IN,English,23,255.984
AR,English,52,86.97
IT,English,24,0
PL,English,20,230.352
IT,English,58,218.352
JP,Russian,21,78.6
AU,English,35,27.552
AU,English,29,32.4
US,italian,68,1082.48
KR,Spanish,50,56.91
RU,English,44,77.6
IT,Spanish,47,14.28
JP,English,48,219.075
IN,English,39,26.8
CA,English,27,9.84
IT,English,34,45.48
DE,English,65,289.2
RU,English,53,4.89
US,English,19,15.136
US,English,19,466.768
ZA,English,31,15.232
IT,English,43,6.264
IT,English,42,87.54
AR,Spanish,58,178.384
JP,English,34,15.552
IN,English,32,99.136
IT,French,27,135.882
AT,English,28,0
CH,English,55,275.94
CA,English,48,0
RU,English,46,43.57
IT,English,20,0
IT,English,39,251.52
ZA,English,44,99.99
US,English,35,15.992
IT,English,48,290.898
IT,English,22,54.224
AU,English,52,786.744
IT,English,45,100.24
RU,English,64,37.764
IT,English,38,82.8
PL,English,45,20.724
US,English,41,4.896
JP,English,57,4.752
JP,English,57,959.984
IT,English,60,14.368
JP,French,44,7.712
US,English,38,698.352
IT,malayalam,65,4.96
PL,English,30,17.856
AT,English,50,509.97
AU,Russian,19,30.992
AU,Russian,26,71.928
IT,Russian,54,88.8
US,Russian,63,47.976
CA,Russian,66,7.56
AR,Russian,48,24.56
CN,Russian,46,12.96
PL,italian,54,6.79
US,English,62,24.56
CA,English,64,3.048
CA,English,55,49.12
CH,English,20,4355.168
CH,English,41,388.704
IT,English,54,8.26
MX,English,34,17.04
GB,Russian,31,34.4
IT,Russian,48,36.24
US,English,44,647.84
IT,English,42,20.7
IT,English,25,20.7
CH,English,64,488.646
CA,English,67,5.56
IN,English,55,47.12
IT,English,62,211.96
IT,English,54,23.2
IT,English,43,0
IT,English,30,104.79
PL,English,58,1043.92
FI,Russian,49,25.92
US,Spanish,49,53.424
KR,Russian,19,8.16
KR,Russian,58,1023.936
US,Spanish,49,9.24
IT,Russian,50,479.04
PE,italian,21,99.136
IT,Russian,21,1488.424
RU,Russian,63,8.652
AR,English,30,23.832
AT,English,66,12.176
AT,English,23,50.96
CH,English,69,49.536
KR,English,45,41.9
CN,English,53,375.4575
CN,English,50,83.976
CH,persian,45,482.34
GB,English,47,2.96
RU,persian,36,2.624
CN,English,61,23.36
CA,English,46,39.98
CH,persian,47,246.384
GB,English,38,1799.97
IT,English,41,12.462
CN,romanian,29,75.792
PE,English,58,49.96
US,persian,69,12.96
IT,persian,53,70.12
US,persian,26,35.952
IT,persian,53,2396.2656
CN,English,63,131.136
US,English,54,57.584
US,English,54,9.568
US,persian,45,39.072
SE,persian,62,35.91
RU,Russian,18,179.95
CN,persian,44,1199.976
NO,English,50,27.15
IN,English,31,1004.024
IT,English,62,9.68
IT,Russian,20,28.35
PL,Russian,65,55.98
JP,Russian,63,1336.829
CH,French,57,113.568
US,German,59,139.86
IT,English,44,307.136
US,English,63,95.92
IN,English,65,383.8
IT,Chinese,68,5.78
SE,Chinese,21,9.32
JP,Chinese,33,15.25
IN,Chinese,23,196.752
US,Chinese,49,56.56
RU,Chinese,57,32.7
CA,Chinese,54,866.4
IT,Chinese,41,28.4
US,Chinese,21,287.92
PR,Chinese,45,69.99
IT,Chinese,58,6.672
CA,Chinese,53,189.588
IT,Chinese,53,408.744
RU,Chinese,39,291.96
SE,Chinese,21,4.768
GB,Chinese,51,714.3
IT,Russian,50,4.812
US,Chinese,50,247.8
US,persian,61,0
US,persian,44,313.488
IT,Chinese,31,31.872
PL,Chinese,64,207.846
IT,Chinese,50,12.22
PL,Chinese,45,194.94
CA,French,29,70.95
CO,Chinese,33,91.36
PL,Russian,29,242.94
JP,Chinese,65,22.05
CA,Russian,66,2.91
RU,Chinese,54,0
AT,italian,44,161.94
AU,Chinese,46,263.88
CA,polish,37,30.48
CH,Russian,22,9.84
CN,Chinese,55,35.12
PL,Chinese,41,284.364
RU,Russian,42,665.408
CN,Russian,24,63.88
RU,Russian,43,129.568
US,Russian,40,747.558
AT,Russian,22,8.928
JP,Chinese,27,0
CN,Chinese,68,899.91
CN,Chinese,48,51.312
CN,Chinese,56,23.56
US,Russian,25,1272.63
PL,Chinese,30,28.485
US,Russian,49,185.376
IT,Chinese,57,78.272
IT,Chinese,46,254.744
US,Chinese,29,205.3328
CA,Chinese,69,4.788
CN,Chinese,42,55.48
US,Chinese,38,340.92
AU,Spanish,46,222.666
AT,Chinese,31,703.968
CO,Russian,26,92.52
FR,French,48,62.65
US,Chinese,30,94.85
IT,Chinese,56,95.76
ZA,Chinese,65,40.2
CH,persian,53,14.7
IT,Chinese,43,704.25
JP,Chinese,26,9.09
PR,persian,23,5.96
CA,Chinese,54,159.98
US,persian,56,29.6
NO,Chinese,37,514.165
RU,Chinese,48,279.96
AR,Chinese,56,2735.952
IN,Chinese,58,7.992
US,Chinese,40,63.984
IT,Chinese,38,70.368
IT,Chinese,40,449.15
IT,Chinese,64,11.07
IT,Chinese,28,93.98
US,Chinese,49,189.882
CA,Chinese,51,105.42
IT,Chinese,22,119.616
IT,Chinese,67,255.76
PL,German,22,241.568
JP,Chinese,26,69.3
IT,Chinese,42,22.62
CN,Chinese,45,14.952
US,Chinese,43,801.568
US,Chinese,35,2.376
US,Chinese,49,32.792
SE,Chinese,49,15.92
RU,Chinese,33,2.74
CN,Chinese,65,8.34
NO,Chinese,40,46.74
IN,Chinese,68,0
IT,Chinese,26,126.3
IT,Chinese,38,38.04
PL,Chinese,56,0
JP,Chinese,19,6.63
CH,Russian,18,0
US,Russian,55,2999.95
IT,Chinese,53,51.45
US,Chinese,69,11.96
IN,Chinese,27,1126.02
IT,Chinese,36,18.392
SE,Russian,61,129.568
JP,Chinese,43,14.112
IN,Chinese,51,210.98
US,Spanish,38,55.176
RU,Chinese,34,66.26
CA,Chinese,23,22.2
IT,Chinese,56,683.952
US,Chinese,60,45.696
PR,Chinese,59,36.336
IT,Chinese,43,666.248
CA,Chinese,55,52.512
IT,Chinese,40,190.72
RU,Chinese,43,47.94
SE,Chinese,59,979.95
GB,Chinese,24,22.75
IT,Chinese,63,16.768
US,Chinese,31,42.616
US,Chinese,69,10.752
US,Chinese,36,152.94
IT,Chinese,54,283.92
PL,Chinese,22,468.9
IT,Chinese,39,380.864
PL,Chinese,26,646.776
CA,Chinese,44,58.112
CO,Chinese,35,100.792
PL,Chinese,66,66.112
JP,Chinese,61,41.28
CA,Chinese,30,13.36
RU,Chinese,55,250.272
AT,Chinese,22,11.364
AU,Chinese,51,8.72
CA,Chinese,53,1121.568
CH,Chinese,54,34.504
CN,Chinese,34,10.824
PL,Russian,49,1295.78
RU,Chinese,41,19.456
CN,Chinese,34,20.7
RU,French,59,1335.68
US,Chinese,20,32.4
AT,Chinese,23,42.6
JP,Chinese,25,84.056
CN,Russian,63,13
CN,Russian,68,13.128
CN,Russian,58,3.96
US,Russian,58,2.61
PL,Russian,47,0
US,Spanish,22,91.84
IT,Spanish,51,81.088
IT,Spanish,56,19.44
US,Spanish,33,451.152
CA,Spanish,27,72.45
CN,Spanish,50,13.96
US,Spanish,49,33.264
AU,Spanish,52,14.85
AT,Spanish,54,8.82
CO,Spanish,19,160.72
ZA,Chinese,49,19.92
US,Chinese,44,0
IT,Spanish,69,69.712
ZA,Spanish,41,8.792
CH,Chinese,25,51.52
IT,Spanish,51,470.376
JP,Spanish,53,105.584
PR,Russian,20,31.152
CA,Chinese,62,6.783
US,Chinese,30,406.368
NO,Chinese,47,70.98
RU,Chinese,40,294.93
AR,Spanish,35,84.784
IN,Spanish,41,20.736
US,Spanish,48,16.821
IT,Spanish,26,10.368
IT,Spanish,27,9.344
IT,Spanish,26,31.2
IT,Spanish,65,76.12
US,Spanish,25,1199.976
CA,Spanish,19,0
IT,Spanish,21,327.76
IT,Chinese,61,11.632
PL,persian,65,143.982
JP,Russian,23,494.376
AT,Chinese,42,5.84
JP,Spanish,33,142.776
CN,Spanish,54,45.696
CN,Spanish,67,7.218
CN,Spanish,41,43.188
US,Spanish,57,131.904
PL,Spanish,35,3.282
US,Spanish,62,21.168
IT,Russian,26,55.188
IT,Chinese,48,369.576
US,Chinese,57,15.712
CA,Chinese,53,8.448
CN,italian,58,728.946
US,italian,32,119.94
AU,German,23,3.648
AT,Chinese,49,40.48
CO,Chinese,26,9.94
ZA,Chinese,62,107.424
US,Chinese,30,37.91
IT,Chinese,28,88.02
ZA,German,65,8.69
CH,Chinese,56,0
IT,German,40,555.21
JP,German,55,523.48
PR,Chinese,61,161.82
CA,Chinese,35,35.56
US,German,37,97.16
NO,German,32,15.24
RU,German,68,13.23
AR,Chinese,44,243.384
IN,Chinese,61,119.8
US,Chinese,38,0
IT,Chinese,66,17.88
IT,German,53,235.944
IT,Chinese,21,392.94
IT,German,61,18.882
US,Chinese,32,122.328
CA,Chinese,46,1049.2
IT,Chinese,25,15.424
IT,German,49,18.84
PL,German,26,330.4
JP,Chinese,40,26.25
IT,Chinese,20,132.52
CN,Chinese,38,0
US,Chinese,63,209.3
US,Chinese,25,31.56
US,Chinese,19,30.144
SE,Chinese,53,14.8
RU,Chinese,51,0
CN,urdu,56,0
NO,German,29,379.4
IN,Spanish,20,97.82
IT,Spanish,35,103.12
IT,Spanish,62,113.552
PL,Spanish,32,3.318
JP,German,48,134.288
CH,German,43,701.372
US,Chinese,57,2.308
IT,Spanish,33,999.432
US,Chinese,49,724.08
IN,German,29,918.785
IT,Chinese,43,2.724
SE,Chinese,36,459.95
JP,Russian,59,10.74
IN,Chinese,31,23.76
US,Chinese,51,85.056
RU,Russian,27,381.576
CA,Chinese,62,30.36
IT,Chinese,44,23.976
US,Chinese,18,108.925
PR,Chinese,52,36.352
IT,Chinese,60,19.56
CA,Chinese,34,61.44
IT,Chinese,47,38.9
RU,Chinese,58,99.39
SE,Chinese,51,2.688
GB,swedish,32,27.816
IT,urdu,23,82.524
US,Chinese,38,182.994
US,Chinese,63,14.352
US,Chinese,50,64.96
IT,Chinese,64,68.6
PL,Chinese,51,0
IT,Chinese,21,167.44
PL,Chinese,20,479.97
CA,Chinese,34,14.62
CO,Chinese,26,19.44
PL,Chinese,19,191.984
CA,Chinese,47,0
AR,Spanish,47,284.82
PL,Spanish,56,36.84
IN,Spanish,42,166.24
KR,Spanish,49,33.4
CA,Spanish,51,198.272
CN,Spanish,41,47.36
AT,Spanish,27,200.984
US,Spanish,61,97.696
CA,Spanish,38,2.696
SE,Spanish,42,18.588
CH,Spanish,58,4.896
IN,Spanish,57,15.072
IN,French,23,209.88
US,Chinese,62,369.912
NO,Chinese,31,10.368
IN,Chinese,54,166.84
JP,Chinese,19,15.216
PL,persian,68,119.96
GB,French,44,883.92
CA,Chinese,44,46.72
SE,Chinese,29,55.48
JP,Chinese,67,24.448
CH,Chinese,28,281.34
ZA,Chinese,34,307.98
CA,Chinese,45,299.97
AT,Chinese,55,19.92
CA,Chinese,69,9.94
NO,Chinese,30,103.056
CA,Chinese,38,59.808
MX,Chinese,39,73.32
CA,Spanish,63,0
IT,Arabic,49,1652.94
US,Chinese,66,296.37
US,Chinese,68,129.92
US,Chinese,18,45.584
IT,Chinese,42,17.568
RU,Chinese,54,55.992
RU,Spanish,43,182.72
JP,Spanish,54,400.032
IT,Spanish,43,33.63
US,Spanish,44,0
IT,Spanish,36,6.3
CA,Spanish,41,242.94
JP,Spanish,45,179.97
IT,Spanish,41,99.696
IT,Spanish,58,27.936
US,Spanish,34,84.98
CA,Spanish,67,18.72
CN,Spanish,60,49.98
CN,Spanish,31,11.784
ZA,Spanish,52,272.736
IT,Spanish,25,3.54
CA,Spanish,22,51.52
CN,Spanish,34,3.528
US,Spanish,30,4.624
CA,Spanish,25,55.168
AR,Spanish,48,567.12
GB,Spanish,30,359.32
DE,French,30,11.992
US,Chinese,36,58.05
IN,Chinese,52,157.74
IN,Chinese,33,56.98
IN,Chinese,69,2.88
IN,Chinese,46,1199.976
PL,Chinese,65,79.92
GB,Chinese,27,383.438
CA,Chinese,42,24.56
SE,Chinese,56,119.8
JP,Chinese,68,13.128
CH,Portuguese,64,22.72
ZA,Chinese,59,58.32
CA,Chinese,68,12.39
AT,Chinese,25,107.982
CA,Chinese,40,11.36
NO,Chinese,18,50.94
CA,Chinese,56,646.74
MX,Chinese,36,5.64
CA,Chinese,30,572.58
IT,Spanish,52,310.88
US,Spanish,24,641.96
US,Spanish,30,18.28
US,Spanish,45,207
IT,Spanish,29,32.35
RU,Spanish,24,7.71
RU,Spanish,46,40.3
JP,Spanish,65,34.58
IT,Spanish,26,32.76
US,Spanish,58,0
IT,Spanish,45,59.94
CA,Spanish,43,23.92
JP,Spanish,25,4.28
IT,Spanish,53,32.07
IT,Spanish,63,24
US,Spanish,37,35.49
CA,Spanish,68,47.984
CN,Spanish,67,186.69
CN,Spanish,29,17.456
ZA,Spanish,55,348.928
IT,Spanish,30,143.96
CA,Spanish,57,15.42
CN,Spanish,33,43.04
US,Spanish,54,332.94
CA,Spanish,66,1363.96
AR,Spanish,56,9.96
GB,Spanish,30,21.72
DE,Spanish,19,20.16
US,Spanish,22,132.79
IN,Spanish,29,12.96
CA,Spanish,44,21.56
AR,Spanish,38,283.92
PL,Spanish,32,22.23
IN,Spanish,58,215.968
KR,Spanish,55,355.32
CA,Spanish,64,12.96
CN,Spanish,45,18.28
AT,Spanish,65,43.176
US,Spanish,54,1983.968
CA,Spanish,58,28.4
SE,Spanish,40,149.97
CH,Spanish,24,11.52
IN,Spanish,60,1298.55
IN,Spanish,60,213.92
US,Spanish,66,25.78
NO,Spanish,59,18.28
IN,Spanish,69,1399.93
JP,Spanish,47,51.84
PL,Spanish,39,5.344
GB,Spanish,54,41.472
CA,Spanish,67,3.168
SE,Spanish,30,1228.465
JP,Spanish,27,31.086
CH,Spanish,52,335.52
ZA,Spanish,57,239.97
CA,Spanish,52,9.82
AT,Spanish,20,67.8
CA,Spanish,52,167.97
NO,Spanish,67,35
CA,Spanish,20,37.24
MX,Spanish,64,15.28
CA,Spanish,20,0
IT,Spanish,60,180.66
US,Spanish,36,191.98
US,Spanish,29,65.99
US,Spanish,45,35.216
IT,Spanish,18,23.696
RU,Spanish,54,265.475
RU,Spanish,45,51.184
JP,Spanish,59,9.664
IT,Spanish,49,21.072
US,Spanish,61,60.45
IT,Spanish,28,11.52
CA,Spanish,36,186.048
JP,Spanish,69,37.44
IT,Spanish,27,26.976
IT,Spanish,30,11.36
US,Spanish,67,14.62
CA,Spanish,66,83.72
CN,Spanish,52,287.94
CN,Spanish,69,48.896
ZA,Spanish,63,115.36
IT,Spanish,20,5.16
CA,Spanish,23,38.88
CN,Spanish,47,185.88
US,Spanish,43,44.46
CA,Spanish,55,242.94
AR,Spanish,25,39.96
GB,Spanish,62,102.3
DE,Spanish,23,21.36
US,Spanish,48,7.61
JP,Spanish,64,0
AU,Spanish,50,0
IT,Spanish,42,23.1
RU,Spanish,43,191.472
CH,Spanish,25,5.248
AR,Spanish,66,59.184
FI,Spanish,41,2.89
IN,Spanish,37,51.94
CA,Spanish,43,15.936
AU,Spanish,19,44.91
CA,Spanish,64,1141.47
IT,Spanish,39,280.782
IT,Spanish,21,34.44
IT,Spanish,51,11.36
AU,Spanish,67,106.344
IT,Spanish,54,192.16
IT,Spanish,21,322.59
IT,Spanish,29,29.99
US,Spanish,32,371.97
RU,Spanish,55,0
CN,Spanish,24,68.472
CA,Spanish,37,1242.9
CN,Spanish,53,30.84
CH,Spanish,43,13.48
CN,Spanish,39,31.4
CA,Spanish,37,17.46
AT,Spanish,58,13.944
GB,Spanish,28,83.76
CA,Spanish,45,37.66
JP,Spanish,21,34.68
PL,Spanish,39,149.95
CH,Spanish,23,51.312
US,Spanish,41,4.54
RU,Spanish,26,15.92
US,Spanish,51,0
US,Spanish,49,155.82
JP,Spanish,45,70.008
AU,Spanish,33,15.648
CA,Spanish,53,0
NO,Spanish,32,46.96
CH,Spanish,40,8.904
RU,Spanish,60,10.44
SE,Spanish,37,18.336
IT,Spanish,56,323.976
US,Spanish,55,20.04
CA,Spanish,68,64.96
DE,Spanish,54,12.96
CA,Spanish,56,323.136
JP,Spanish,27,90.93
JP,Spanish,41,52.776
GB,Spanish,59,1199.8
IT,Spanish,62,1928.78
AT,Spanish,32,352.38
IT,Spanish,47,22.2
CH,Spanish,42,46.94
IT,Spanish,33,143.73
MX,Spanish,66,99.918
IT,Spanish,55,797.944
IT,Spanish,24,8.568
KR,Spanish,64,149.352
IT,Spanish,27,12.992
PR,Spanish,62,24.56
AU,Spanish,68,85.14
US,Spanish,62,21.99
IT,Spanish,36,406.6
US,Spanish,64,841.568
RU,Spanish,22,15.552
IT,Spanish,26,252
SE,Spanish,37,46.2
AR,Spanish,47,28.84
GB,Spanish,40,14.592
IT,Spanish,58,89.856
IT,Spanish,32,13.872
CH,Spanish,36,12.192
US,Spanish,56,45.056
CN,Spanish,41,29.718
GB,Spanish,34,15.552
GB,Spanish,37,447.696
GB,Spanish,55,159.99
DE,Spanish,25,12.96
US,Spanish,50,134.48
NO,Spanish,66,17.12
DK,Spanish,52,6.096
JP,Spanish,24,1114.272
IT,Spanish,52,32.4
SE,Spanish,43,0
DE,Spanish,41,167.76
AU,Spanish,28,393.165
CA,Spanish,31,516.488
CO,Spanish,41,1007.232
US,Spanish,21,2065.32
RU,Spanish,45,15.552
IT,Spanish,41,25.344
DE,Spanish,42,25.472
US,Spanish,50,27.168
CA,Spanish,42,78.8528
IT,Spanish,25,173.8
AU,Spanish,39,29.592
US,Spanish,23,4.752
RU,Spanish,67,15.552
IT,Spanish,42,204.6
US,Chinese,63,321.568
IT,Chinese,53,6.24
IT,Chinese,32,21.88
AT,Chinese,43,4.608
SE,Chinese,22,9.82
CN,Chinese,30,35.97
CH,Chinese,20,12.96
US,Chinese,40,191.6
AU,Chinese,61,8.64
IT,Chinese,44,501.81
CH,Chinese,55,127.104
US,Chinese,54,124.2
RU,Chinese,23,18.588
US,Chinese,61,30.072
AE,Chinese,37,160.93
IT,Chinese,43,75.792
IT,Chinese,33,0
US,Chinese,18,0
CH,Chinese,30,3.282
CH,Chinese,68,34.02
IT,Chinese,34,599.292
AT,Chinese,34,3.392
IE,Chinese,59,559.984
US,Chinese,22,603.92
US,italian,30,7.968
CA,italian,50,27.968
CH,Chinese,68,336.51
US,Chinese,49,0
NO,italian,38,520.05
IT,Chinese,51,17.97
IT,Chinese,44,1166.92
CH,Chinese,64,14.624
IT,Chinese,31,10.23
IT,Chinese,34,154.9
JP,Chinese,40,2715.93
GB,Chinese,58,617.97
PE,Chinese,56,10.67
CA,Chinese,57,36.63
GB,Chinese,38,24.1
SE,Chinese,55,33.11
CA,Chinese,23,44.02
IT,German,66,2309.65
IT,Chinese,27,1090.782
IT,Chinese,58,19.44
CN,Chinese,32,484.65
IT,Chinese,57,115.296
US,Chinese,43,0
IN,Chinese,56,4.401
IT,Chinese,40,44.75
IT,Chinese,60,95.984
US,Chinese,41,151.72
CA,Chinese,41,155.25
SE,Chinese,54,14.03
RU,Chinese,42,1618.37
IN,Chinese,56,99.6
CA,Chinese,32,32.4
NO,Chinese,59,13.96
ZA,Chinese,50,155.82
NO,Chinese,23,124.95
IT,Chinese,50,601.65
SE,Chinese,55,22.74
US,Chinese,62,1267.53
PE,Chinese,32,1379.92
KR,Chinese,37,0
KR,Chinese,63,11.808
CH,Chinese,18,15.552
CH,Chinese,22,63.312
JP,Chinese,51,15.588
AT,Chinese,52,177.2
RU,German,30,197.97
JP,Chinese,32,854.94
CH,Chinese,46,124.11
CA,Chinese,31,14.4
AU,Chinese,30,15.696
IN,Chinese,24,2.628
IN,Chinese,25,14.427
IT,Chinese,25,86.62
CA,Chinese,31,36.624
US,Chinese,54,23.968
US,Chinese,57,28.728
AU,Chinese,25,697.16
US,Chinese,44,31.86
DE,Chinese,43,722.352
CN,Chinese,18,8.84
IN,Chinese,57,58.464
US,Chinese,25,254.604
GB,Chinese,50,1363.96
RU,Chinese,49,102.36
IT,Chinese,21,1113.504
CH,Chinese,38,99.99
PR,Chinese,65,168.464
JP,Chinese,32,6.72
US,Chinese,47,282.888
CN,Chinese,53,11.16
IT,Chinese,34,108.4
CA,Chinese,61,82.344
